"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Larry Fitzgerald","ARZ","13","WR","71","54","0","409","0","1","0","0","76.1","6.17","5.76","7.57","3.37","11","6","1","15.5","11.1","100","4","1","5.6","1.9","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.9","0.14","1.87"
"Jason Moore","LAC","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"John Hightower","PHI","13","WR","29","10","2","167","0","0","0","4","34.5","22.38","5.76","16.7","6","6","1","0","20.7","10","0","3","0","10.3","0","0","1","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","26.8","0.08","2.44"
"Justin Watson","TB","9","WR","11","7","0","94","0","0","0","0","63.6","9.64","8.55","13.43","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.4","0.1","2.34"
"Brandon Zylstra","CAR","14","WR","4","3","0","35","0","0","0","0","75","13.5","8.75","11.67","5","1","1","0","25","33.3","0","0","0","0","0","0","1","0","1","0","0","0","1","-1","0","0","0","1","0","100","0","0","0","0","0","0","0","6.6","0.05","1.65"
"Jalen Reagor","PHI","11","WR","53","31","1","396","0","1","0","1","58.5","14.04","7.47","12.77","5.65","16","5","1","30.2","16.1","100","6","0","11.3","0","0","4","0","26","0","0","0","6.5","2","0","0","0","0","0","0","0","0","0","0","0","1","1","79.2","0.15","2.26"
"Quez Watkins","PHI","6","WR","12","7","1","106","0","1","0","2","58.3","9.17","8.83","15.14","8.14","2","1","0","16.7","14.3","0","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.6","0.2","3.37"
"K.J. Hamler","DEN","13","WR","54","30","1","381","0","3","1","7","55.6","10.93","7.06","12.7","4.1","10","5","3","18.5","16.7","100","2","1","3.7","3.3","33.3","9","0","40","0","0","0","4.44","0.89","0","0","1","0","0","0","0","0","0","0","0","0","0","90.1","0.17","2.31"
"Justin Jefferson","MIN","16","WR","121","88","4","1400","7","7","2","4","72.7","12.01","11.57","15.91","5.11","28","18","5","23.1","20.5","71.4","8","2","6.6","2.3","28.6","1","0","2","0","0","0","2","4","0","0","1","0","0","0","0","0","0","0","0","2","3","270.2","0.3","3.04"
"Laviska Shenault Jr.","JAX","14","WR","77","58","0","600","0","5","0","3","75.3","6.58","7.79","10.34","5.17","13","8","5","16.9","13.8","100","5","3","6.5","5.2","60","18","0","91","0","0","0","5.06","2.89","6","0.33","0","2","0","11.1","0","0","0","0","0","0","0","157.1","0.27","2.07"
"Henry Ruggs III","LV","13","WR","43","26","4","452","1","2","2","3","60.5","17.28","10.51","17.38","5.69","10","3","1","23.3","11.5","50","2","0","4.7","0","0","9","0","49","0","0","0","5.44","2.22","1","0.11","2","0","0","0","0","0","0","0","0","0","0","88.1","0.15","2.52"
"Gabriel Davis","BUF","16","WR","61","35","3","599","1","7","1","4","57.4","17.11","9.82","17.11","3.69","26","14","7","42.6","40","100","11","5","18","14.3","71.4","1","0","0","0","0","0","0","1","0","0","1","1","0","100","0","0","0","0","0","0","0","136.9","0.17","3.8"
"Isaiah Coulter","HST","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tony Brown","WAS","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jeff Badet","WAS","3","WR","1","0","0","0","0","0","0","0","0","25","0","0","0","1","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"N'Keal Harry","NE","14","WR","55","33","0","309","0","2","0","2","60","8.44","5.62","9.36","3.12","17","8","2","30.9","24.2","100","4","2","7.3","6.1","100","2","0","0","0","0","0","0","1.5","1","0.5","1","0","0","0","0","0","0","0","0","0","0","75.9","0.13","2.17"
"D.J. Moore","CAR","15","WR","113","66","6","1193","4","4","2","7","58.4","13.67","10.56","18.08","5.91","24","5","1","21.2","7.6","25","10","0","8.8","0","0","2","0","22","0","0","0","11","5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","211.5","0.25","3.11"
"Damion Ratley","HST","5","WR","8","4","0","63","0","0","0","0","50","11","7.88","15.75","2.75","4","1","0","50","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","10.3","0.08","2.58"
"Keelan Doss","LV","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Dante Pettis","NYG","6","WR","6","4","0","76","0","1","0","0","66.7","18","12.67","19","1.75","2","1","1","33.3","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.6","0.15","4.4"
"Nsimba Webster","LA","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Antonio Callaway","MIA","4","WR","4","2","0","20","0","0","0","0","50","8","5","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0.07","2"
"Jaleel Scott","NYJ","1","WR","1","1","0","16","0","0","0","0","100","13","16","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.29","2.6"
"Malik Turner","DAL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Travis Fulgham","PHI","13","WR","64","38","2","539","1","4","1","5","59.4","13.81","8.42","14.18","2.84","21","9","4","32.8","23.7","100","10","3","15.6","7.9","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","115.9","0.21","3.05"
"Equanimeous St. Brown","GB","12","WR","13","7","0","117","0","1","0","1","53.8","13.54","9","16.71","8.29","3","1","1","23.1","14.3","100","2","1","15.4","14.3","100","1","0","7","0","0","0","7","4","1","1","0","0","0","0","0","0","0","0","0","0","0","25.4","0.13","3.17"
"Riley Ridley","CHI","5","WR","4","4","0","39","0","0","0","0","100","9.25","9.75","9.75","0.5","2","2","0","50","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.9","0.19","1.98"
"Cam Sims","WAS","14","WR","46","32","2","477","1","1","0","3","69.6","10.74","10.37","14.91","8.03","9","4","1","19.6","12.5","100","2","1","4.3","3.1","100","1","0","5","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","86.2","0.13","2.61"
"Ray-Ray McCloud III","PIT","14","WR","21","20","0","77","0","0","0","1","95.2","-1.57","3.67","3.85","5.45","1","1","0","4.8","5","0","0","0","0","0","0","4","1","65","0","0","0","16.25","7.75","4","1","0","1","0","25","0","1","0","25","0","0","0","34.2","0.21","1.43"
"Olabisi Johnson","MIN","16","WR","21","14","0","189","0","0","0","1","66.7","13.57","9","13.5","3.5","6","3","0","28.6","21.4","0","1","0","4.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","32.9","0.14","2.35"
"Nick Westbrook-Ikhine","TEN","14","WR","8","3","0","33","0","0","0","0","37.5","10.75","4.13","11","1.67","2","0","0","25","0","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6.3","0.04","2.1"
"Collin Johnson","JAX","14","WR","30","18","1","272","0","2","1","1","60","13.27","9.07","15.11","3.56","10","5","1","33.3","27.8","50","5","1","16.7","5.6","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","57.2","0.24","3.18"
"Denzel Mims","NYJ","9","WR","41","23","0","357","0","0","0","1","56.1","15.83","8.71","15.52","4.43","9","1","0","22","4.3","0","4","0","9.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","58.7","0.13","2.55"
"James Washington","PIT","16","WR","54","30","1","392","0","5","1","4","55.6","13.09","7.26","13.07","4.53","14","4","4","25.9","13.3","80","8","2","14.8","6.7","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.2","0.2","3.31"
"Christian Kirk","ARZ","14","WR","74","48","3","621","1","6","2","2","64.9","13.23","8.39","12.94","3.77","22","12","5","29.7","25","83.3","8","2","10.8","4.2","33.3","2","0","3","0","0","0","1.5","3.5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","146.4","0.19","2.93"
"Malcolm Perry","MIA","9","WR","13","9","0","92","0","1","0","2","69.2","8.69","7.08","10.22","3.67","2","1","1","15.4","11.1","100","2","1","15.4","11.1","100","3","0","5","0","0","0","1.67","4","1","0.33","0","1","0","33.3","0","0","0","0","0","0","0","24.7","0.16","2.06"
"Byron Pringle","KC","12","WR","17","13","0","160","0","1","0","0","76.5","10.59","9.41","12.31","5.31","4","4","1","23.5","30.8","100","1","1","5.9","7.7","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0.15","2.69"
"Chase Claypool","PIT","16","WR","103","62","2","873","2","9","1","4","60.2","13.84","8.48","14.08","5.37","28","14","8","27.2","22.6","88.9","8","4","7.8","6.5","44.4","10","0","16","0","2","0","1.6","0.8","1","0.1","3","4","2","40","100","3","2","30","100","0","3","216.9","0.31","3.01"
"Javon Wims","CHI","13","WR","12","6","0","48","0","1","0","1","50","14.92","4","8","1","6","3","1","50","50","100","1","1","8.3","16.7","100","1","0","2","0","0","0","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","17","0.06","2.43"
"Joe Reed","LAC","8","WR","1","0","0","0","0","0","0","0","0","-9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","29","0","1","0","5.8","4.2","1","0.2","0","1","1","20","100","0","0","0","0","0","0","8.9","0.32","1.78"
"Antonio Gandy-Golden","WAS","6","WR","7","1","0","3","0","0","0","0","14.3","13.29","0.43","3","1","2","0","0","28.6","0","0","1","0","14.3","0","0","1","0","22","0","0","0","22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.03","1.75"
"KeeSean Johnson","ARZ","8","WR","23","15","1","173","0","0","0","1","65.2","10.96","7.52","11.53","3.6","5","2","0","21.7","13.3","0","1","0","4.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.3","0.15","2.15"
"J.J. Arcega-Whiteside","PHI","8","WR","7","4","0","85","0","0","0","0","57.1","16.14","12.14","21.25","2.75","3","2","0","42.9","50","0","1","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","12.5","0.09","3.13"
"Lawrence Cager","NYJ","2","WR","6","2","0","35","0","0","0","0","33.3","17.17","5.83","17.5","5.5","3","0","0","50","0","0","2","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","0.14","2.75"
"Rico Gafford","LV","2","WR","2","0","0","0","0","0","0","0","0","33.5","0","0","0","2","0","0","100","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Darrius Shepherd","GB","8","WR","8","5","0","46","0","0","0","0","62.5","14.88","5.75","9.2","3.4","4","3","0","50","60","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.6","0.07","1.92"
"Michael Pittman Jr.","IND","13","WR","57","40","2","503","1","1","1","3","70.2","8.72","8.82","12.57","6.97","14","8","0","24.6","20","0","1","0","1.8","0","0","3","0","26","0","0","0","8.67","3.67","1","0.33","0","1","0","33.3","0","0","0","0","0","0","0","98.9","0.14","2.3"
"Juwan Johnson","NO","7","WR","9","4","0","39","0","0","0","1","44.4","8.89","4.33","9.75","5","1","1","0","11.1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.9","0.04","1.98"
"K.J. Hill","LAC","12","WR","11","7","0","73","0","0","0","1","63.6","6.82","6.64","10.43","3.14","3","0","0","27.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.3","0.1","2.04"
"Isaiah Zuber","NE","4","WR","2","2","0","29","0","0","0","0","100","0","14.5","14.5","14.5","0","0","0","0","0","0","0","0","0","0","0","2","0","21","0","0","0","10.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0.27","1.75"
"KhaDarel Hodge","CLV","9","WR","16","11","1","180","0","0","0","0","68.8","17.56","11.25","16.36","1.91","6","4","0","37.5","36.4","0","1","0","6.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0.1","2.64"
"Michael Gallup","DAL","16","WR","98","59","3","843","2","5","1","7","60.2","12.7","8.6","14.29","4.27","33","17","5","33.7","28.8","100","11","3","11.2","5.1","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","173.3","0.17","2.94"
"Deon Cain","PIT","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kendrick Bourne","SF","15","WR","72","49","1","667","0","2","1","4","68.1","10","9.26","13.61","4.45","15","10","2","20.8","20.4","100","5","1","6.9","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","127.7","0.19","2.61"
"Austin Carr","NO","5","WR","4","3","0","27","0","1","0","0","75","11.5","6.75","9","3.33","2","1","1","50","33.3","100","2","1","50","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7","0.14","3.9"
"Tim Patrick","DEN","15","WR","74","51","4","742","3","6","0","0","68.9","13.08","10.03","14.55","4.69","18","11","6","24.3","21.6","100","6","3","8.1","5.9","50","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","161.2","0.21","3.16"
"Isaiah Ford","MIA","10","WR","42","28","0","276","0","0","0","2","66.7","9.62","6.57","9.86","2.5","7","5","0","16.7","17.9","0","1","0","2.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","55.6","0.15","1.99"
"David Moore","SEA","16","WR","46","35","3","417","0","6","1","1","76.1","9.83","9.07","11.91","4.91","18","14","6","39.1","40","100","9","6","19.6","17.1","100","8","0","61","0","0","0","7.63","4.75","3","0.38","0","2","0","25","0","0","0","0","0","0","0","118.8","0.25","2.76"
"Trent Taylor","SF","10","WR","20","10","0","86","0","0","0","0","50","5.9","4.3","8.6","4.6","10","3","0","50","30","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.6","0.09","1.86"
"Chad Hansen","HST","5","WR","22","17","0","236","1","1","0","2","77.3","11.82","10.73","13.88","2.06","3","2","1","13.6","11.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","46.6","0.16","2.74"
"Josh Malone","NYJ","2","WR","6","4","0","16","0","0","0","1","66.7","3.67","2.67","4","1.75","0","0","0","0","0","0","0","0","0","0","0","1","0","12","0","0","0","12","21","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8","0.08","1.36"
"Taywan Taylor","CLV","3","WR","1","0","0","0","0","0","0","1","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Zay Jones","LV","16","WR","20","14","0","154","0","1","0","2","70","7.65","7.7","11","4.86","6","3","1","30","21.4","100","3","1","15","7.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.4","0.12","2.53"
"Mike Williams","LAC","15","WR","81","48","2","756","2","5","2","3","59.3","15.78","9.33","15.75","3.21","23","6","3","28.4","12.5","60","12","2","14.8","4.2","40","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","153.7","0.19","3.14"
