"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Reggie Begelton","GB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Penny Hart","SEA","10","WR","1","1","0","3","0","0","0","0","100","-1","3","3","4","0","0","0","0","0","0","0","0","0","0","0","1","0","19","0","0","0","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2","0.05","1.6"
"C.J. Board","NYG","13","WR","15","11","0","101","0","0","0","1","73.3","10.13","6.73","9.18","2.82","2","1","0","13.3","9.1","0","0","0","0","0","0","1","0","3","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","21.4","0.13","1.78"
"Cyril Grayson","TB","3","WR","3","0","0","0","0","0","0","1","0","23.67","0","0","0","1","0","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Cody Hollister","TEN","2","WR","1","1","0","12","0","0","0","0","100","10","12","12","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.07","2.2"
"Mack Hollins","MIA","16","WR","25","16","0","176","0","1","0","3","64","9.56","7.04","11","2.19","2","1","1","8","6.3","100","2","1","8","6.3","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","39.6","0.14","2.48"
"Kenny Golladay","DET","5","WR","32","20","1","338","2","2","0","2","62.5","14.66","10.56","16.9","2.1","9","7","2","28.1","35","100","3","1","9.4","5","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65.8","0.29","3.29"
"John Ross","CIN","3","WR","7","2","0","17","0","0","0","0","28.6","13.14","2.43","8.5","2","1","0","0","14.3","0","0","1","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7","0.04","1.85"
"Chosen Anderson","CAR","16","WR","134","95","2","1096","3","3","2","4","70.9","9.78","8.18","11.54","5.27","26","12","1","19.4","12.6","33.3","8","0","6","0","0","4","0","15","0","0","0","3.75","1","2","0.5","1","0","0","0","0","0","0","0","0","1","1","224.1","0.28","2.26"
"Alex Erickson","CIN","14","WR","17","12","1","139","0","0","0","1","70.6","7.35","8.18","11.58","5.75","1","0","0","5.9","0","0","0","0","0","0","0","5","0","7","0","0","0","1.4","1.8","0","0","1","1","0","20","0","0","0","0","0","0","0","26.6","0.13","1.56"
"Mike Thomas","CIN","14","WR","21","13","0","132","0","1","0","1","61.9","8.52","6.29","10.15","2.23","2","2","1","9.5","15.4","100","1","1","4.8","7.7","100","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","32.3","0.14","2.31"
"Demarcus Robinson","KC","16","WR","59","45","0","466","0","3","0","2","76.3","9.59","7.9","10.36","3.96","14","8","3","23.7","17.8","100","6","3","10.2","6.7","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","109.6","0.15","2.44"
"Pharoh Cooper","CAR","14","WR","9","5","0","73","0","0","0","1","55.6","11","8.11","14.6","6.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.3","0.09","2.46"
"Michael Thomas","NO","7","WR","54","40","0","438","2","0","0","1","74.1","9.83","8.11","10.95","2.08","12","7","0","22.2","17.5","0","3","0","5.6","0","0","1","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","83.9","0.24","2.05"
"Laquon Treadwell","ATL","4","WR","7","6","0","49","0","2","0","0","85.7","5.57","7","8.17","2.5","5","4","2","71.4","66.7","100","2","1","28.6","16.7","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.9","0.39","3.82"
"Damiere Byrd","NE","16","WR","73","47","1","604","1","1","1","5","64.4","12.01","8.27","12.85","3.57","10","3","1","13.7","6.4","100","3","1","4.1","2.1","100","2","0","15","0","0","0","7.5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","114.9","0.13","2.34"
"Chris Conley","JAX","15","WR","63","40","1","471","0","2","0","5","63.5","11.02","7.48","11.78","4.65","14","6","2","22.2","15","100","6","2","9.5","5","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","99.1","0.23","2.48"
"Nelson Agholor","LV","16","WR","82","48","5","896","3","8","3","9","58.5","15.74","10.93","18.67","5.04","29","16","6","35.4","33.3","75","12","4","14.6","8.3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","185.6","0.25","3.87"
"DeVante Parker","MIA","14","WR","100","63","0","793","3","4","0","7","63","10.7","7.93","12.59","2.7","21","6","4","21","9.5","100","13","4","13","6.3","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","166.3","0.23","2.64"
"Amari Cooper","DAL","16","WR","128","92","3","1114","4","5","1","3","71.9","9.49","8.7","12.11","4.43","26","12","5","20.3","13","100","10","3","7.8","3.3","60","6","0","14","0","0","0","2.33","1.33","0","0","0","0","0","0","0","0","0","0","0","1","1","234.8","0.25","2.4"
"Bennie Fowler","NO","5","WR","6","2","0","11","0","0","0","1","33.3","7","1.83","5.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1","0.06","1.55"
"John Brown","BUF","9","WR","49","33","1","458","0","3","1","2","67.3","13.45","9.35","13.88","5.09","16","8","3","32.7","24.2","100","4","1","8.2","3","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96.8","0.21","2.93"
"Allen Robinson II","CHI","16","WR","150","102","1","1250","4","6","0","1","68","10.18","8.33","12.25","3.2","32","14","5","21.3","13.7","83.3","16","5","10.7","4.9","83.3","1","0","-1","0","0","0","-1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","262.9","0.29","2.55"
"Davante Adams","GB","14","WR","146","115","5","1374","7","18","2","1","78.8","9.42","9.41","11.95","5.08","42","30","16","28.8","26.1","88.9","16","11","11","9.6","61.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","360.4","0.47","3.13"
"Brandin Cooks","HST","15","WR","115","81","3","1150","3","6","1","5","70.4","12.5","10","14.2","4.15","31","17","5","27","21","83.3","8","3","7","3.7","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","232","0.29","2.86"
"Mike Evans","TB","16","WR","108","70","2","1006","4","13","0","8","64.8","12.98","9.31","14.37","3.74","41","26","13","38","37.1","100","14","8","13","11.4","61.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","248.6","0.29","3.55"
"DeAndre Hopkins","ARZ","16","WR","154","115","6","1407","7","6","1","1","74.7","9.03","9.14","12.23","4.53","23","14","6","14.9","12.2","100","9","3","5.8","2.6","50","1","0","1","0","0","0","1","3","1","1","3","0","0","0","0","0","0","0","0","0","1","291.8","0.28","2.52"
"T.Y. Hilton","IND","15","WR","91","56","3","762","1","5","1","4","61.5","13.03","8.37","13.61","3.52","28","12","5","30.8","21.4","100","9","3","9.9","5.4","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","162.2","0.24","2.9"
"Mohamed Sanu","DET","10","WR","25","17","0","187","0","1","0","1","68","13.44","7.48","11","2.18","6","3","1","24","17.6","100","2","1","8","5.9","100","1","0","3","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","1","1","42","0.15","2.33"
"Dontrelle Inman","WAS","10","WR","28","18","0","163","0","2","0","1","64.3","8.96","5.82","9.06","2.78","5","5","2","17.9","27.8","100","2","2","7.1","11.1","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","46.3","0.14","2.57"
"Chris Hogan","NYJ","5","WR","26","14","0","118","0","0","0","1","53.8","9.96","4.54","8.43","3","4","0","0","15.4","0","0","2","0","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.8","0.09","1.84"
"Julio Jones","ATL","9","WR","65","51","2","771","3","3","1","3","78.5","12.69","11.86","15.12","4.49","16","8","2","24.6","15.7","66.7","9","2","13.8","3.9","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","146.1","0.31","2.86"
"A.J. Green","CIN","16","WR","101","47","0","523","0","2","0","3","46.5","14.13","5.18","11.13","1.77","25","3","2","24.8","6.4","100","12","1","11.9","2.1","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111.3","0.14","2.37"
"Andre Roberts","BUF","8","WR","5","4","0","34","0","0","0","1","80","9.4","6.8","8.5","1.25","2","2","0","40","50","0","0","0","0","0","0","1","0","-3","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.1","0.11","1.42"
"Dez Bryant","BLT","6","WR","10","6","0","47","0","2","0","0","60","6.5","4.7","7.83","6","2","2","2","20","33.3","100","2","2","20","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.7","0.18","3.78"
"DeSean Jackson","PHI","5","WR","25","14","1","236","0","1","1","2","56","16.4","9.44","16.86","4.57","2","0","0","8","0","0","1","0","4","0","0","1","0","12","0","0","0","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","44.8","0.25","2.99"
"Keelan Cole","JAX","16","WR","83","55","1","642","1","5","0","5","66.3","11.46","7.73","11.67","3.27","20","11","5","24.1","20","100","7","2","8.4","3.6","40","1","0","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","149.4","0.19","2.67"
"Steven Sims","WAS","12","WR","36","27","0","265","0","1","0","4","75","6.67","7.36","9.81","4.7","3","3","1","8.3","11.1","100","1","1","2.8","3.7","100","1","0","18","0","0","0","18","18","2","2","1","0","0","0","0","0","0","0","0","0","0","61.3","0.16","2.19"
"Tre'Quan Smith","NO","14","WR","48","34","0","448","0","4","0","4","70.8","9.65","9.33","13.18","3.79","10","7","4","20.8","20.6","100","4","4","8.3","11.8","100","1","0","3","0","0","0","3","4","1","1","1","0","0","0","0","0","0","0","0","0","0","103.1","0.15","2.95"
"Anthony Miller","CHI","16","WR","73","49","0","485","0","2","0","3","67.1","10.08","6.64","9.9","2.92","19","7","2","26","14.3","100","6","1","8.2","2","50","2","0","12","0","0","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","0","110.7","0.19","2.17"
"Allen Lazard","GB","10","WR","45","33","2","451","1","3","0","5","73.3","10.51","10.02","13.67","5.91","11","9","3","24.4","27.3","100","4","3","8.9","9.1","100","2","0","17","0","0","0","8.5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","97.8","0.21","2.79"
"Parris Campbell","IND","2","WR","9","6","0","71","0","0","0","0","66.7","11.56","7.89","11.83","3.67","1","0","0","11.1","0","0","0","0","0","0","0","2","0","16","0","0","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14.7","0.23","1.84"
"Cameron Batson","TEN","12","WR","12","12","0","100","0","1","0","0","100","4.92","8.33","8.33","3.5","3","3","1","25","25","100","1","1","8.3","8.3","100","4","0","20","0","0","0","5","3","0","0","1","2","0","50","0","1","0","25","0","0","0","30","0.11","1.88"
"Jakobi Meyers","NE","14","WR","78","59","0","729","2","0","0","3","75.6","10.55","9.35","12.36","3.76","11","6","0","14.1","10.2","0","3","0","3.8","0","0","2","0","9","0","0","0","4.5","4","1","0.5","1","0","0","0","0","0","0","0","0","1","1","132.8","0.2","2.18"
"Andy Isabella","ARZ","13","WR","34","21","1","224","0","2","0","3","61.8","11.94","6.59","10.67","4.24","6","2","2","17.6","9.5","100","3","1","8.8","4.8","50","1","0","-6","0","0","0","-6","2","1","1","0","0","0","0","0","0","0","0","0","0","0","54.8","0.18","2.49"
"River Cracraft","SF","8","WR","8","6","0","41","0","0","0","0","75","7.13","5.13","6.83","1.5","3","2","0","37.5","33.3","0","1","0","12.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.1","0.09","1.68"
"Russell Gage","ATL","16","WR","108","72","0","786","1","4","0","7","66.7","9.18","7.28","10.92","3.96","22","13","4","20.4","18.1","100","10","2","9.3","2.8","50","2","0","9","0","0","0","4.5","1","0","0","0","2","0","100","0","0","0","0","0","0","0","175.5","0.23","2.37"
"Adrian Killins Jr.","PHI","1","WR","1","1","0","2","0","0","0","0","100","-5","2","2","7","0","0","0","0","0","0","0","0","0","0","0","1","0","-12","0","0","0","-12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lil'Jordan Humphrey","NO","3","WR","5","3","0","46","0","1","0","0","60","12.4","9.2","15.33","3","1","1","1","20","33.3","100","1","1","20","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.6","0.21","4.53"
"Isaiah Wright","WAS","13","WR","35","27","0","197","0","0","0","0","77.1","4.54","5.63","7.3","5.33","7","5","0","20","18.5","0","1","0","2.9","0","0","3","0","16","0","0","0","5.33","2","0","0","0","0","0","0","0","0","0","0","0","0","0","48.3","0.14","1.61"
"Juwann Winfree","GB","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jalen Guyton","LAC","16","WR","52","28","4","511","0","3","2","6","53.8","16.37","9.83","18.25","6.54","18","6","1","34.6","21.4","33.3","7","1","13.5","3.6","33.3","2","0","0","0","0","0","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","97.1","0.11","3.24"
"JoJo Natson","CLV","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.03","0.3"
"Marcus Kemp","MIA","6","WR","1","1","0","11","0","0","0","0","100","1","11","11","10","1","1","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1","0.06","2.1"
"Noah Brown","DAL","16","WR","24","14","0","154","0","0","0","1","58.3","11.67","6.42","11","3.43","7","2","0","29.2","14.3","0","1","0","4.2","0","0","1","0","4","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","1","29.8","0.13","1.99"
"Isaiah McKenzie","BUF","16","WR","33","30","1","282","0","5","0","1","90.9","4.39","8.55","9.4","6.3","7","6","5","21.2","20","100","2","2","6.1","6.7","40","10","0","9","0","0","0","0.9","0.8","1","0.1","0","3","0","30","0","0","0","0","0","0","0","89.1","0.33","2.23"
"Chris Godwin","TB","12","WR","83","65","4","840","1","7","0","2","78.3","10.11","10.12","12.92","4.6","18","14","7","21.7","21.5","100","6","4","7.2","6.2","57.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","191","0.28","2.94"
"Cooper Kupp","LA","15","WR","118","92","2","974","3","3","1","5","78","6.32","8.25","10.59","5.79","16","12","2","13.6","13","66.7","4","1","3.4","1.1","33.3","4","0","33","0","0","0","8.25","3","1","0.25","0","0","0","0","0","0","0","0","0","0","0","210.7","0.25","2.19"
"Curtis Samuel","CAR","15","WR","93","77","1","851","3","3","0","5","82.8","7.54","9.15","11.05","4.34","17","14","3","18.3","18.2","100","2","1","2.2","1.3","33.3","41","1","200","0","2","0","4.88","3.49","12","0.29","1","12","2","29.3","100","1","1","2.4","50","0","0","212.1","0.32","1.8"
"Jakeem Grant","MIA","14","WR","52","36","0","373","0","1","0","4","69.2","10.42","7.17","10.36","5.06","10","7","1","19.2","19.4","100","1","1","1.9","2.8","100","3","0","20","0","0","0","6.67","4","1","0.33","0","0","0","0","0","0","0","0","0","0","0","81.3","0.22","2.08"
"Tyreek Hill","KC","15","WR","131","87","5","1276","3","15","5","9","66.4","13.44","9.74","14.67","4.92","43","26","14","32.8","29.9","93.3","13","6","9.9","6.9","40","13","0","123","0","2","0","9.46","3.69","2","0.15","0","3","1","23.1","50","0","0","0","0","0","0","328.9","0.37","3.29"
"Tyler Boyd","CIN","15","WR","108","79","1","841","2","4","1","2","73.1","8.75","7.79","10.65","4.49","28","15","3","25.9","19","75","6","3","5.6","3.8","75","5","0","49","0","0","0","9.8","3.2","1","0.2","1","1","0","20","0","0","0","0","0","0","0","192","0.26","2.29"
"Adam Humphries","TEN","7","WR","33","23","0","228","0","2","0","1","69.7","9.97","6.91","9.91","1.96","11","7","2","33.3","30.4","100","2","1","6.1","4.3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.8","0.25","2.51"
"Jamison Crowder","NYJ","12","WR","83","59","2","699","3","6","1","2","71.1","8.2","8.42","11.85","5.59","15","10","5","18.1","16.9","83.3","4","3","4.8","5.1","50","1","0","14","0","0","0","14","5","0","0","0","0","0","0","0","0","0","0","0","0","0","166.3","0.28","2.77"
"Willie Snead IV","BLT","13","WR","47","33","0","432","1","3","0","3","70.2","8.85","9.19","13.09","5.91","13","7","3","27.7","21.2","100","2","1","4.3","3","33.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","94.2","0.18","2.85"
"Tavon Austin","GB","4","WR","5","5","0","20","0","0","0","0","100","-4.8","4","4","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0.23","1.4"
"Julian Edelman","NE","6","WR","35","21","1","315","1","0","0","4","60","10.89","9","15","3.29","8","3","0","22.9","14.3","0","1","0","2.9","0","0","2","0","22","0","0","0","11","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","54.7","0.21","2.38"
"Danny Amendola","DET","14","WR","68","46","1","602","0","0","0","2","67.6","8.46","8.85","13.09","6.37","8","4","0","11.8","8.7","0","3","0","4.4","0","0","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106.4","0.23","2.26"
"Ashton Dulin","IND","11","WR","5","3","0","53","0","0","0","0","60","5.8","10.6","17.67","10.33","0","0","0","0","0","0","0","0","0","0","0","2","0","11","0","0","0","5.5","4","0","0","1","0","0","0","0","0","0","0","0","0","0","9.4","0.09","1.88"
"Deonte Harty","NO","9","WR","25","20","1","186","0","1","0","1","80","4.44","7.44","9.3","6.3","4","3","1","16","15","100","1","1","4","5","100","6","0","51","0","0","0","8.5","6.33","2","0.33","0","2","0","33.3","0","0","0","0","0","0","0","49.7","0.29","1.91"
"Diontae Spencer","DEN","10","WR","6","3","0","26","0","0","0","0","50","14.33","4.33","8.67","4.67","1","0","0","16.7","0","0","1","0","16.7","0","0","3","0","19","0","0","0","6.33","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5","0.12","1.25"
"De'Michael Harris","IND","7","WR","10","10","0","79","0","0","0","0","100","1.7","7.9","7.9","6.2","0","0","0","0","0","0","0","0","0","0","0","6","0","46","0","0","0","7.67","4","4","0.67","0","1","0","16.7","0","0","0","0","0","0","0","22.5","0.27","1.41"
"CeeDee Lamb","DAL","16","WR","109","74","3","935","2","5","2","9","67.9","10.32","8.58","12.64","4.22","24","11","4","22","14.9","80","12","3","11","4.1","60","10","0","82","0","1","0","8.2","4.2","1","0.1","1","1","1","10","100","0","0","0","0","1","1","211.7","0.29","2.52"
"Lynn Bowden Jr.","MIA","10","WR","36","28","0","211","0","0","0","0","77.8","4.78","5.86","7.54","4.21","2","0","0","5.6","0","0","1","0","2.8","0","0","9","0","32","0","0","0","3.56","2.56","5","0.56","0","3","0","33.3","0","0","0","0","0","0","0","52.3","0.16","1.41"
"Deebo Samuel","SF","7","WR","44","33","0","391","1","1","0","3","75","2.16","8.89","11.85","12.15","4","3","1","9.1","9.1","100","0","0","0","0","0","8","0","26","0","0","0","3.25","3.13","1","0.13","0","2","0","25","0","0","0","0","0","0","0","80.7","0.26","1.97"
"Cedrick Wilson","DAL","16","WR","27","17","2","189","1","2","2","2","63","9.41","7","11.12","6.94","10","4","0","37","23.5","0","3","0","11.1","0","0","1","0","-1","0","0","0","-1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","47.8","0.21","2.66"
"Brandon Powell","ATL","13","WR","16","12","0","69","0","2","0","0","75","5.13","4.31","5.75","2.58","5","4","2","31.3","33.3","100","2","1","12.5","8.3","50","2","0","7","0","0","0","3.5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","31.6","0.17","2.26"
"Trent Sherfield","ARZ","12","WR","7","5","0","50","0","0","0","0","71.4","11.43","7.14","10","5.2","3","1","0","42.9","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0.13","2"
"Keith Kirkwood","CAR","1","WR","2","1","0","13","0","0","0","0","50","18.5","6.5","13","8","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.07","2.3"
"Keke Coutee","HST","8","WR","41","33","2","400","1","3","0","2","80.5","10.49","9.76","12.12","4.64","12","9","3","29.3","27.3","100","6","3","14.6","9.1","100","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","1","91","0.31","2.76"
"Hunter Renfrow","LV","16","WR","75","56","2","656","0","2","0","2","74.7","6.6","8.75","11.71","6.21","13","8","2","17.3","14.3","100","2","1","2.7","1.8","50","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","133.6","0.24","2.39"
"Steven Mitchell Jr.","HST","6","WR","8","5","0","60","0","0","0","0","62.5","13.38","7.5","12","1.8","3","3","0","37.5","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0.13","2.2"
"Mecole Hardman","KC","16","WR","62","41","1","560","0","4","1","7","66.1","10.85","9.03","13.66","7.15","14","6","3","22.6","14.6","75","3","1","4.8","2.4","25","4","0","31","0","0","0","7.75","5.75","1","0.25","1","1","0","25","0","0","0","0","0","1","1","124.1","0.25","2.76"
"Devin Duvernay","BLT","16","WR","25","20","0","201","0","0","0","1","80","6.32","8.04","10.05","5.9","3","2","0","12","10","0","0","0","0","0","0","4","1","70","0","0","0","17.5","7.5","1","0.25","0","0","0","0","0","0","0","0","0","0","0","47.1","0.14","1.96"
"Trey Quinn","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Chad Beebe","MIN","14","WR","27","20","1","201","0","2","1","1","74.1","7.48","7.44","10.05","3.55","4","3","1","14.8","15","50","2","1","7.4","5","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.1","0.17","2.6"
"Zach Pascal","IND","16","WR","71","44","1","629","0","5","1","4","62","11.55","8.86","14.3","5.3","19","9","5","26.8","20.5","100","8","4","11.3","9.1","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","136.9","0.16","3.11"
"Greg Ward","PHI","16","WR","78","53","0","419","0","6","0","3","67.9","6.04","5.37","7.91","3.08","12","10","6","15.4","18.9","100","5","5","6.4","9.4","83.3","2","0","-4","0","0","0","-2","-0.5","0","0","1","0","0","0","0","0","0","0","0","1","1","130.5","0.16","2.37"
"Gehrig Dieter","KC","3","WR","2","1","0","10","0","0","0","0","50","8","5","10","5","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.08","2"
"Jamal Agnew","DET","14","WR","20","13","0","89","0","0","0","1","65","4.65","4.45","6.85","7.85","6","2","0","30","15.4","0","0","0","0","0","0","6","0","33","0","0","0","5.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","25.2","0.12","1.33"
"Josh Reynolds","LA","16","WR","77","52","1","618","0","2","1","2","67.5","11.44","8.03","11.88","4.27","19","11","2","24.7","21.2","100","4","2","5.2","3.8","100","1","0","5","0","0","0","5","0","0","0","2","1","0","100","0","0","0","0","0","0","0","126.3","0.16","2.38"
"Dede Westbrook","JAX","1","WR","1","1","0","4","0","0","0","0","100","4","4","4","0","1","1","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","0.09","1.4"
"JuJu Smith-Schuster","PIT","16","WR","125","97","0","831","0","9","0","3","77.6","6.02","6.65","8.57","4.16","23","19","9","18.4","19.6","100","10","7","8","7.2","77.8","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","1","234.1","0.25","2.41"
"Tajae Sharpe","MIN","4","WR","3","0","0","0","0","0","0","0","0","33","0","0","0","2","0","0","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Donte Moncrief","NE","4","WR","2","1","0","15","0","0","0","0","50","2.5","7.5","15","14","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","4","8","1","1","0","1","0","100","0","0","0","0","0","0","0","2.9","0.12","1.45"
"Jarvis Landry","CLV","15","WR","96","72","0","840","1","3","0","5","75","8.5","8.75","11.67","4.76","30","16","3","31.3","22.2","100","9","3","9.4","4.2","100","4","0","10","0","1","0","2.5","1.75","1","0.25","2","2","1","50","100","1","1","25","100","0","0","181","0.26","2.38"
"Keenan Allen","LAC","14","WR","138","100","0","992","4","8","0","2","72.5","7.33","7.19","9.92","4.44","27","19","8","19.6","19","100","11","6","8","6","75","1","0","-1","0","0","0","-1","1","0","0","3","0","0","0","0","0","0","0","0","1","2","247.1","0.28","2.45"
"Robert Woods","LA","16","WR","119","90","1","936","2","6","1","4","75.6","6.8","7.87","10.4","5.66","19","13","5","16","14.4","83.3","4","4","3.4","4.4","66.7","24","1","155","0","2","0","6.46","2.13","5","0.21","2","4","2","16.7","100","2","2","8.3","100","0","0","247.1","0.25","2.17"
"Cole Beasley","BUF","15","WR","101","82","0","967","5","4","0","1","81.2","7.99","9.57","11.79","4.2","20","16","4","19.8","19.5","100","4","2","4","2.4","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","202.7","0.3","2.47"
"Randall Cobb","HST","10","WR","47","38","0","441","0","3","0","1","80.9","7.34","9.38","11.61","4.45","8","5","3","17","13.2","100","5","2","10.6","5.3","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.1","0.27","2.63"
"Golden Tate","NYG","12","WR","51","35","0","388","0","2","0","2","68.6","9.49","7.61","11.09","2.26","12","7","2","23.5","20","100","3","1","5.9","2.9","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85.8","0.2","2.45"
