player,team,games,position,recTarg,recRec,recRec40s,recYds,recYds100Games,recTds,recTd40s,recDrops,catch,depth,ypt,ypr,rac,rzRecTarg,rzRecRec,rzRecTds,rzRecTargPct,rzRecRecPct,rzRecTdPct,ezRecTarg,ezRecTds,ezRecTargPct,ezRecRecPct,ezRecTdPct,rushCarries,rush40s,rushYds,rushYds100Games,rushTds,rushTd40s,ypc,yac,rushTa,tat,fumbles,rzRushCarries,rzRushTds,rzRushPct,rzRushTdPct,i5RushCarries,i5RushTds,i5RushPct,i5RushTdPct,patConversions,patAttempts,fantasyPts,ptsPerSnap,ptsPerTouch
Cam Sims,WAS,17,WR,18,8,0,89,0,0,0,0,44.4,14.94,4.94,11.13,2.75,4,1,0,22.2,12.5,0,3,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0.05,2.11
Brandon Johnson,DEN,7,WR,12,6,0,42,0,1,0,0,50,15.5,3.5,7,2.17,3,1,1,25,16.7,100,2,1,16.7,16.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.08,2.7
Kyle Philips,TEN,4,WR,13,8,0,78,0,0,0,1,61.5,7.77,6,9.75,2.38,1,1,0,7.7,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0.25,1.98
Dax Milne,WAS,13,WR,7,6,0,37,0,1,0,0,85.7,5.29,5.29,6.17,2.33,3,3,1,42.9,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0.19,2.62
Jalen Virgil,DEN,9,WR,4,2,1,75,0,1,1,0,50,18.25,18.75,37.5,21.5,2,0,0,50,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0.21,7.75
Jameson Williams,DET,6,WR,8,1,1,41,0,1,1,2,12.5,19.25,5.13,41,5,2,1,1,25,100,100,1,0,12.5,0,0,1,1,40,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0.19,7.55
Gunner Olszewski,PIT,15,WR,6,5,0,53,0,0,0,0,83.3,8.67,8.83,10.6,3,2,2,0,33.3,40,0,0,0,0,0,0,8,0,39,0,0,0,4.88,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0.07,1.09
James Proche,BLT,14,WR,16,8,0,62,0,0,0,1,50,10,3.88,7.75,2.13,2,1,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0.07,1.77
D'Wayne Eskridge,SEA,9,WR,12,7,0,58,0,0,0,0,58.3,3.67,4.83,8.29,6.43,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0.08,1.53
Trent Taylor,CIN,14,WR,10,6,0,62,0,0,0,0,60,4.5,6.2,10.33,7,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,3.75,2,1,0.25,0,2,0,50,0,1,0,25,0,0,0,13.7,0.09,1.37
Jamison Crowder,BUF,4,WR,12,6,0,60,0,0,0,1,50,9.92,5,10,5,1,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.13,2
Andre Baccellia,ARZ,8,WR,10,7,0,45,0,0,0,0,70,8.9,4.5,6.43,1.86,2,0,0,20,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0.1,1.64
Freddie Swain,DEN,4,WR,6,4,1,74,0,0,0,0,66.7,10.5,12.33,18.5,7.25,1,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0.1,2.85
John Brown,BUF,3,WR,2,1,1,42,0,1,1,0,50,43.5,21,42,0,2,1,1,100,100,100,1,1,50,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0.51,11.2
Deven Thompkins,TB,4,WR,10,5,0,32,0,0,0,0,50,7.6,3.2,6.4,6.8,2,1,0,20,20,0,0,0,0,0,0,2,0,26,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0.15,1.54
Jake Kumerow,BUF,6,WR,7,4,0,64,0,0,0,0,57.1,10.86,9.14,16,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0.11,2.6
Laquon Treadwell,SEA,6,WR,8,6,0,42,0,0,0,1,75,5.63,5.25,7,2,4,4,0,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0.07,1.7
Cole Beasley,BUF,4,WR,7,6,0,35,0,0,0,1,85.7,3.57,5,5.83,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.32,1.58
Kevin White,NO,7,WR,5,2,1,74,0,0,0,1,40,18,14.8,37,34,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0.07,4.7
Michael Woods II,CLV,10,WR,10,5,0,45,0,0,0,0,50,17.7,4.5,9,3.2,5,1,0,50,20,0,3,0,30,0,0,1,0,-5,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.06,1.5
Michael Strachan,IND,13,WR,9,3,0,59,0,0,0,0,33.3,17.56,6.56,19.67,3.67,6,1,0,66.7,33.3,0,4,0,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0.07,2.97
Chris Conley,TEN,9,WR,7,4,0,46,0,0,0,1,57.1,12.43,6.57,11.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0.06,2.15
Jalen Guyton,LAC,3,WR,4,2,1,64,0,0,0,0,50,28.25,16,32,4,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0.29,4.2
Cody Hollister,TEN,11,WR,5,3,0,54,0,0,0,0,60,15.8,10.8,18,2.67,2,2,0,40,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0.05,2.8
Tylan Wallace,BLT,8,WR,6,4,0,33,0,0,0,0,66.7,15,5.5,8.25,3,1,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0.09,1.82
Montrell Washington,DEN,14,WR,10,4,0,2,0,0,0,1,40,18.6,0.2,0.5,3.5,3,0,0,30,0,0,1,0,10,0,0,5,0,30,0,0,0,6,7.2,4,0.8,0,1,0,20,0,0,0,0,0,0,0,7.2,0.09,0.8
Racey McMath,TEN,4,WR,7,2,0,40,0,0,0,0,28.6,26.86,5.71,20,2.5,3,0,0,42.9,0,0,2,0,28.6,0,0,1,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.1,2.13
Tim Jones,JAX,16,WR,4,3,0,30,0,0,0,1,75,1.25,7.5,10,7.33,1,1,0,25,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.04,2
Mike Thomas,CIN,10,WR,9,2,0,38,0,0,0,2,22.2,14.78,4.22,19,12,5,0,0,55.6,0,0,3,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.8,0.03,2.9
Simi Fehoko,DAL,5,WR,4,3,0,24,0,0,0,0,75,12.75,6,8,3.33,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.15,1.8
Penny Hart,SEA,7,WR,4,3,0,20,0,0,0,0,75,7.75,5,6.67,4,1,0,0,25,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.15,1.67
Jaelon Darden,CLV,8,WR,2,2,0,26,0,0,0,0,100,5.5,13,13,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.08,1.6
Tyrie Cleveland,DEN,4,WR,6,2,0,28,0,0,0,0,33.3,11.5,4.67,14,8.5,3,0,0,50,0,0,2,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0.06,2.4
Daylen Baldwin,CLV,1,WR,2,2,0,25,0,0,0,0,100,12.5,12.5,12.5,0,1,1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.38,2.25
Bryan Edwards,ATL,7,WR,5,3,0,15,0,0,0,0,60,9.2,3,5,3.67,4,2,0,80,66.7,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.05,1.5
Dareke Young,SEA,13,WR,2,2,0,24,0,0,0,0,100,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.04,2.2
Dezmon Patmon,IND,1,WR,6,2,0,24,0,0,0,1,33.3,14.5,4,12,3.5,1,0,0,16.7,0,0,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.18,2.2
Andy Isabella,BLT,5,WR,5,2,0,21,0,0,0,0,40,14,4.2,10.5,2.5,2,0,0,40,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,0,1,0,100,0,0,0,0,0,0,0,4.2,0.06,1.4
Cade Johnson,SEA,3,WR,4,2,0,21,0,0,0,0,50,8.5,5.25,10.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.07,2.05
Pharoh Cooper,ARZ,3,WR,2,2,0,6,0,0,0,0,100,-3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,3.75,2.75,0,0,0,1,0,25,0,0,0,0,0,0,0,4.1,0.16,0.68
Lil'Jordan Humphrey,NE,5,WR,3,2,0,20,0,0,0,0,66.7,5.67,6.67,10,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.03,2
Keith Kirkwood,NO,5,WR,4,2,0,18,0,0,0,1,50,13.75,4.5,9,1.5,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.02,1.9
Braylon Sanders,MIA,3,WR,3,2,0,17,0,0,0,0,66.7,13.33,5.67,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7,0.11,1.85
KaVontae Turpin,DAL,16,WR,1,1,0,9,0,0,0,0,100,4,9,9,5,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,5.67,1.67,0,0,0,1,0,33.3,0,0,0,0,0,0,0,3.6,0.06,0.9
Dennis Houston,DAL,2,WR,6,2,0,16,0,0,0,0,33.3,14.33,2.67,8,3,1,0,0,16.7,0,0,1,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.06,1.8
Quintez Cephus,DET,4,WR,3,2,0,15,0,0,0,0,66.7,5.33,5,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.07,1.75
Nsimba Webster,CHI,1,WR,3,2,0,14,0,0,0,0,66.7,7,4.67,7,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4,0.34,1.7
Deonte Harty,NO,4,WR,2,2,0,13,0,0,0,0,100,2.5,6.5,6.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.14,1.65
Austin Trammell,LA,6,WR,4,2,0,13,0,0,0,0,50,7,3.25,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.06,1.65
Jalen Tolbert,DAL,7,WR,3,2,0,12,0,0,0,0,66.7,15.67,4,6,0,1,1,0,33.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.04,1.6
Miles Boykin,PIT,14,WR,3,2,0,11,0,0,0,0,66.7,14.67,3.67,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.02,1.55
Keke Coutee,IND,2,WR,1,1,0,20,0,0,0,0,100,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.5,3
Danny Gray,SF,13,WR,6,1,0,10,0,0,0,0,16.7,24.5,1.67,10,4,2,0,0,33.3,0,0,1,0,16.7,0,0,1,0,9,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.03,1.45
Juwann Winfree,GB,3,WR,4,1,0,17,0,0,0,1,25,13.5,4.25,17,5,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.08,2.7
DJ Turner,LV,6,WR,1,0,0,0,0,0,0,1,0,-3,0,0,0,1,0,0,100,0,0,0,0,0,0,0,4,0,26,0,0,0,6.5,5.5,1,0.25,0,1,0,25,0,0,0,0,0,0,0,2.6,0.12,0.65
Frank Darby,ATL,5,WR,1,1,0,15,0,0,0,0,100,15,15,15,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.05,2.5
Ihmir Smith-Marsette,KC,7,WR,3,1,0,15,0,0,0,1,33.3,8.67,5,15,5,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.4,0.03,1.2
Demetric Felton,CLV,5,WR,5,2,0,8,0,0,0,0,40,3.8,1.6,4,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,-4,0,0,0,-4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.4,0.03,0.8
Tyron Johnson,HST,4,WR,1,1,0,8,0,0,0,0,100,-2,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.05,1.8
Jalen Camp,HST,2,WR,1,1,0,7,0,0,0,0,100,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.08,1.7
Maurice Alexander,DET,4,WR,1,1,0,7,0,0,0,0,100,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.24,1.7
C.J. Board,TEN,1,WR,1,1,0,6,0,0,0,0,100,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.1,1.6
Jason Moore,LAC,6,WR,2,1,0,5,0,0,0,0,50,13,2.5,5,0,1,0,0,50,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.03,1.5
Mason Kinsey,TEN,1,WR,1,1,0,3,0,0,0,0,100,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.1,1.3
Erik Ezukanma,MIA,1,WR,1,1,0,3,0,0,0,0,100,-4,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.13,1.3
Cody White,PIT,1,WR,1,1,0,2,0,0,0,0,100,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.12,1.2
Trinity Benson,DET,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Johnny Johnson III,HST,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kyric McGowan,WAS,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lance McCutcheon,LA,8,WR,4,0,0,0,0,0,0,0,0,14.25,0,0,0,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Ali,ATL,2,WR,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Washington,DAL,2,WR,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dez Fitzpatrick,TEN,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Binjimen Victor,BLT,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Preston Williams,CAR,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tanner Gentry,BUF,3,WR,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marcus Kemp,KC,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ethan Fernea,IND,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Raleigh Webb,NE,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tyler Johnson,HST,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kirk Merritt,NO,3,WR,1,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jared Bernhardt,ATL,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kaylon Geiger,TB,3,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tay Martin,SF,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lynn Bowden Jr.,NE,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stanley Berryhill III,DET,4,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stanley Morgan Jr.,CIN,14,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Malik Turner,SF,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Javon Wims,ARZ,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cornell Powell,KC,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Britain Covey,PHI,4,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kwamie Lassiter II,CIN,1,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rashard Higgins,CAR,2,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Willie Snead IV,SF,4,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josh Gordon,TEN,2,WR,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Matthew Slater,NE,6,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
